Composition,Conductivity (S/cm),Temperature (degC),PO2 (%),PH2O (%),Grainsize,Ref,Carrier Type
(BaO)1(CeO2)0.8(ZrO2)0.1(NbO2)0.1,0.000551535,500,0,1.9,,https://doi.org/10.1021/ic201008v,H+E
(BaO)1(CeO2)0.8(ZrO2)0.1(NbO2)0.1,6.27701E-05,400,0,1.9,,https://doi.org/10.1021/ic201008v,H+E
(BaO)1(CeO2)0.7(Y2O3)0.1(SnO2)0.1,0.003477578,500,0,3,5.50,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.7(Y2O3)0.1(SnO2)0.1,0.005790802,550,0,3,5.50,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.7(Y2O3)0.1(SnO2)0.1,0.007616778,600,0,3,5.50,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.7(Y2O3)0.1(SnO2)0.1,0.009037058,650,0,3,5.50,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.7(Y2O3)0.1(SnO2)0.1,0.010376277,700,0,3,5.50,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.7(Y2O3)0.1(SnO2)0.1,0.011999356,800,0,3,5.50,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.7(TiO2)0.1(Y2O3)0.1,0.003193756,500,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.7(TiO2)0.1(Y2O3)0.1,0.004008547,550.2118644,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.7(TiO2)0.1(Y2O3)0.1,0.005267855,599.7881356,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.7(TiO2)0.1(Y2O3)0.1,0.006082573,650.6355932,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.7(TiO2)0.1(Y2O3)0.1,0.007068376,700.2118644,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.7(TiO2)0.1(Y2O3)0.1,0.008088367,749.7881356,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.7(TiO2)0.1(Y2O3)0.1,0.00917659,800.6355932,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.001652654,598.4511041,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.001182299,548.5613383,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000881971,500.2680196,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000630957,450.6411264,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000432876,399.7549467,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000261928,350.5891648,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000179699,300.7279335,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000228443,349.9946524,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000157933,298.6388616,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000115098,276.0103676,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,7.95726E-05,250.8309353,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,5.79908E-05,225.289136,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,3.07999E-05,199.8084416,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,1.47211E-05,175.7673344,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,7.81861E-06,150.3284884,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,3.54502E-06,125.1544771,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,1.52478E-06,99.91933419,0,0,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000348325,349.9946524,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000253852,298.6388616,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000195019,276.0103676,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000149821,250.8309353,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,0.000115098,225.289136,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,6.79299E-05,199.8084416,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,4.22624E-05,175.7673344,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,2.24463E-05,150.3284884,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,9.65457E-06,125.1544771,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.7(SnO2)0.1(Y2O3)0.1,4.1526E-06,99.91933419,0,3,1,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.007295944,803.168008,20,0,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.005285452,751.6119699,20,0,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.00386815,700.8045083,20,0,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.002715192,651.2159937,20,0,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.00184698,601.300747,20,0,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.001350631,550.8175218,20,0,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.000886299,500.3087103,20,0,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.008102027,801.269922,20,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.005960855,751.6424388,20,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.00462921,701.6367551,20,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.003701853,650.5683728,20,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.003094558,600.7591504,20,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.002224315,550.3338368,20,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.001361804,500.3706983,20,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.004517784,801.1072671,0,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.004053152,750.6705037,0,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.003702659,701.5855595,0,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.003394649,651.2620341,0,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.002720444,600.7354116,0,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.001719005,550.2916819,0,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(In2O3)0.1(YbO)0.1,0.001033875,500.8297188,0,1.9,,https://doi.org/10.1016/j.jpowsour.2011.04.036,H
(BaO)1(CeO2)0.7(NbO2)0.1(Y2O3)0.1,2.00E-03,600,0,3,,https://doi.org/10.1016/j.elecom.2016.08.019,H
(BaO)1(CeO2)0.7(NbO2)0.1(Y2O3)0.1,3.10E-03,650,0,3,,https://doi.org/10.1016/j.elecom.2016.08.019,H
(BaO)1(CeO2)0.7(NbO2)0.1(Y2O3)0.1,4.20E-03,700,0,3,,https://doi.org/10.1016/j.elecom.2016.08.019,H
(BaO)1(CeO2)0.7(ZrO2)0.1(Y2O3)0.1,2.00E-02,600,0,1.9,,https://doi.org/10.1039/B902343G,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.00558295,749.0717924,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.005405461,699.7012699,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.004962751,647.8226639,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.004335925,611.4525747,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.003290234,547.8149231,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.002461755,499.5791286,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.001729793,448.859168,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.001191545,399.1136853,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.000742957,349.3160246,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.6(Sm2O3)0.1(In2O3)0.1,0.000506234,299.2397765,0,0,,https://doi.org/10.1149/2.083207jes,H
(BaO)1(CeO2)0.75(Y2O3)0.075(SnO2)0.1,0.002130518,500,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.75(Y2O3)0.075(SnO2)0.1,0.002576892,550,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.75(Y2O3)0.075(SnO2)0.1,0.00342906,600,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.75(Y2O3)0.075(SnO2)0.1,0.003794176,650,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.75(Y2O3)0.075(SnO2)0.1,0.004362386,700,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.75(Y2O3)0.075(SnO2)0.1,0.005173877,800,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.8(Y2O3)0.05(SnO2)0.1,0.000783163,500,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.8(Y2O3)0.05(SnO2)0.1,0.00102664,550,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.8(Y2O3)0.05(SnO2)0.1,0.001676009,600,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.8(Y2O3)0.05(SnO2)0.1,0.002041126,650,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.8(Y2O3)0.05(SnO2)0.1,0.002365761,700,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.8(Y2O3)0.05(SnO2)0.1,0.002812135,800,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.7(Nd2O3)0.05(Gd2O3)0.1,0.002354578,498.6488813,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.7(Nd2O3)0.05(Gd2O3)0.1,0.003416037,549.5948865,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.7(Nd2O3)0.05(Gd2O3)0.1,0.004586007,598.7066356,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.7(Nd2O3)0.05(Gd2O3)0.1,0.0060267,649.632649,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.7(Nd2O3)0.05(Gd2O3)0.1,0.007006858,698.7527281,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.7(Nd2O3)0.05(Gd2O3)0.1,0.008447663,749.0623247,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.7(Nd2O3)0.05(Gd2O3)0.1,0.009400721,799.3869153,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.010665006,800.6492572,0,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.007918467,749.9528536,0,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.005804638,699.4310777,0,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.00420524,648.3920526,0,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.003092591,600.0719,0,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.002433609,548.1129092,0,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.001858309,499.2266884,0,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.011086165,800.6492572,20,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.009008797,749.9528536,20,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.007062905,699.4310777,20,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.005425747,648.3920526,20,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.004167076,600.0719,20,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.003254526,548.1129092,20,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Gd2O3)0.1,0.002620616,499.2266884,20,0,10,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.009189143,801.1971207,0,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.007355724,751.8283148,0,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.006165042,700.8955823,0,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.004596334,650.8095238,0,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.003096767,600.8738739,0,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.001665932,550.7791932,0,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.000915733,500.5247209,0,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.007523683,801.1971207,20,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.005289967,751.8283148,20,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.003991012,700.8955823,20,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.003181454,650.8095238,20,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.002226223,600.8738739,20,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.001648683,550.7791932,20,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(CeO2)0.7(In2O3)0.05(Y2O3)0.1,0.001242181,500.5247209,20,0,5,https://doi.org/10.1016/j.electacta.2011.11.004,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.022353471,706.8534799,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.014951077,657.4347826,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.009605783,604.0491803,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.006171532,552.617284,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.003965092,511.457478,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.001636718,449.972973,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.000762248,395.75,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.000451879,354.9342723,20,0,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.017620801,703.0743533,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.011932899,658.8077336,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.008743253,615.3997166,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.006354652,565.1846837,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.003591798,509.8932545,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.002492054,464.4691492,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.00107786,399.4640673,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.000705297,352.2024231,0,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.026779858,707.5903761,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.018678193,654.6970161,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.012271589,608.1773256,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.008949265,557.4794521,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.005135908,503.2483995,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.003036738,454.3545291,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.001477545,400.9855475,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.000797985,350.0729702,20,1.9,1.7,https://doi.org/10.1002/adfm.201001540,O+E
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.017929612,700,0.010213,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.020092909,700,0.818546731,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.022100034,700,5.34181431,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.026166026,700,23.35721469,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.010506617,600,0.009791443,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.009439674,600,0.78475997,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.0097289,600,5.34181431,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.011251622,600,22.39311016,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.004939607,500,0.009791443,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.005041048,500,0.78475997,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.004780289,500,5.230406815,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.005203512,500,22.39311016,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.001778409,400,0.010213,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.001879694,400,0.801475332,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.002168605,400,5.230406815,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.001629943,400,23.35721469,1.9,1.7,https://doi.org/10.1002/adfm.201001540,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.010232144,599.5360658,20,3,,https://doi.org/10.1002/adma.201103102,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.006044819,537.3864099,20,3,,https://doi.org/10.1002/adma.201103102,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.003714147,480.4437956,20,3,,https://doi.org/10.1002/adma.201103102,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.002378345,438.4963456,20,3,,https://doi.org/10.1002/adma.201103102,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.001297368,396.1426752,20,3,,https://doi.org/10.1002/adma.201103102,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.000864971,365.0235034,20,3,,https://doi.org/10.1002/adma.201103102,H
(BaO)1(ZrO2)0.7(Pr2O3)0.05(Y2O3)0.1,0.000625085,340.2764748,20,3,,https://doi.org/10.1002/adma.201103102,H
(BaO)1(CeO2)0.85(Y2O3)0.025(SnO2)0.1,0.000207014,500,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.85(Y2O3)0.025(SnO2)0.1,0.000409911,550,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.85(Y2O3)0.025(SnO2)0.1,0.000653388,600,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.85(Y2O3)0.025(SnO2)0.1,0.000734742,650,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
(BaO)1(CeO2)0.85(Y2O3)0.025(SnO2)0.1,0.000856285,700,0,3,,https://doi.org/10.1016/j.jallcom.2008.12.120,H
